Proteina,T-statistic,p-value,log2FC
fliM,0.1489236489195593,0.888820349458933,-0.015570160824378121
LPU83_0481,-0.592113115008086,0.585622778644548,0.1193854905503251
LPU83_0486,0.7976371497906709,0.4697511725920304,-0.032410988630033444
flgI,-1.7226243142034543,0.16005772005659108,0.25397977639372726
sppA,-2.2544704425094415,0.08721242628456423,0.0978063047476887
hpf,-0.2367423602640502,0.8244864110933009,0.01299347163151765
LPU83_0809,-1.908802690736438,0.12892368616303987,0.3086376768075638
LPU83_0809;LPU83_0810;flaB,0.4202141522323351,0.6959202184878857,-0.16383388841755675
LPU83_0809;flaB,-1.492912800355525,0.20974917440197252,0.2554946879910638
mcpV,-2.2875539860762673,0.08408337140511654,0.08627065598551553
LPU83_2175;LPU83_pLPU83d_0676;mclA3;mcpA1;mcpA3;mcpE;mcpT;mcpV,-0.4875073444139923,0.6514112146040123,0.0718416936632309
motC,-0.728674591779552,0.5065708605107382,0.39656132747451167
LPU83_0506,-1.2511295259267976,0.2790684016342308,0.4548945918176326
flgK,-0.18025055705139903,0.865719405907529,0.04648076137591417
LPU83_0511,0.00490594083541392,0.9963205628229226,-0.0010471563603964285
argB,-1.7635786952278079,0.15257826605355246,0.052341692944821716
LPU83_0829,-0.08017658787317304,0.9399479543726541,0.024970302697941094
aglR,-1.7685097768450344,0.1517030405324411,0.21420643764943392
regM,0.16011982911264905,0.8805472797072028,-0.05144923019931902
aglK,0.2710088586310954,0.7997946245189129,-0.02058328994774783
aglK;thuK,-2.0512856786164733,0.10953029487327894,0.49234182671480475
ordL,1.2414901410518404,0.2822517669545627,-0.11214266535455408
LPU83_0532,1.4380319185874302,0.22380740767328175,-0.32657459530295085
LPU83_0849,-1.8932053421526305,0.13126393885009455,0.16492200530016987
frcB,-0.6775278907229797,0.5352356789838363,0.02851793149602244
potG,-0.6052656627670574,0.5776631158379694,0.06438240762062364
LPU83_0859,0.7679979196462011,0.48531672776443036,-0.06478028650539258
LPU83_0552,0.8475215846327628,0.4444382204958857,-0.07761278106638514
LPU83_0870,0.2915481174343481,0.7851265752439076,-0.0405634572166349
LPU83_0557,1.7421030766321313,0.15645301948523058,-0.2334995984397814
dppB1,-0.14558596594099196,0.8912900041379967,0.03636586461417224
LPU83_0562,-0.030494666895332354,0.9771334296447023,0.005481749207646658
dadA3,0.07971998679168371,0.9402890409635947,-0.009818253541428845
coaE,-0.8274972929705904,0.4544657891519586,0.057196483309084556
LPU83_0567,-1.5154060806618328,0.2042486179697393,0.0382710102727728
mltA,-0.20437828405823005,0.8480357259437615,0.01516269129488279
LPU83_0572,0.8824141795511838,0.42739187142871155,-0.10655609602120819
LPU83_0896,0.25607623824547987,0.8105222193350026,-0.08201081401780996
LPU83_0577,-1.6873348716774048,0.16681343248406139,0.1226107229975888
folC,2.77666949964563,0.049988521140051485,-0.09043287457047455
LPU83_0906,-4.699034992353344,0.009315069114165495,0.7087724834765154
