Proteina,T-statistic,p-value,log2FC
cobC,0.4589194385294997,0.670121937201214,-0.03419173929286856
rpsJ,-1.7079974578137656,0.16282218202603352,0.11580345241141288
glmU,-0.8309909367706099,0.4527033955836302,0.044790460817658584
LPU83_2132,-0.701986475327206,0.5213849929377352,0.03386262392852757
rpsS,-1.3006038176395984,0.2632640164466177,0.05533730165667805
mfd,-1.8287955891784136,0.14142514775405654,0.033875800609070694
LPU83_2137,2.0003859863674816,0.11606536081451935,-0.5599009776631565
rpsQ,-0.9800039019205161,0.3825718476242662,0.060568616109272
LPU83_2142,-1.4588727254107074,0.21836032734668234,0.12680015980052062
uvrA,-0.28856047607320817,0.7872536866902262,0.006348532080625802
rpsH,-2.175451852329346,0.09522751786706493,0.0952527007781363
LPU83_2147,-0.2503512288410669,0.8146486185254065,0.02886246166560369
LPU83_2152,-0.6781717094638334,0.5348677498171442,0.3549575834849854
ppiB,0.32228714571705724,0.7633764561506019,-0.012361360841691038
zur,-1.058941734955638,0.34933535799006704,0.1852708608406104
rplO,-0.8346884306252647,0.45084409995293273,0.06445754844425977
holB,0.8693354699245284,0.4337178538192381,-0.0493081707102192
dusA,-2.038138417834637,0.11117866874632679,0.2507284562961303
rpoA,-1.1464957222134666,0.3155110024100705,0.05226722963697128
LPU83_2172,-0.20661944829940027,0.8463984106153136,0.03454405680102823
LPU83_2503,-0.24905855068488347,0.815581352071044,0.07040697401286522
ilvD,-3.936560871863574,0.01700888251464828,0.09972306988800739
LPU83_2508,0.05338937453869342,0.9599817298214597,-0.07567663249074386
LPU83_2187,0.14444023408881718,0.8921381122969807,-0.05732023113509399
LPU83_2518,-0.04975409508294396,0.9627036606858959,0.01849413609291517
cobS1,0.9186776142093833,0.4102483477930291,-0.058622319883216534
rpsI,0.2067666254826807,0.8462909208708249,-0.032020039086340546
LPU83_2197,0.008269634700493075,0.9937978623377837,-0.003599675477296671
LPU83_2202,0.9625086699948211,0.39030011059497544,-0.09854199773499062
LPU83_1632,-0.11722957274957901,0.9123286436924891,0.016715113067117926
hflX,1.01711315560765,0.3666165799777688,-0.031921296834973134
dctA,1.3433200075676062,0.25031839294394564,-0.14701554903450642
dctA,-0.8075933974670872,0.464610361665523,0.17921801023192074
ntrC,-1.4454575205986162,0.22185113148889057,0.05748830637611135
LPU83_2548,1.1179342534039785,0.3262021393536552,-0.08480456747012965
lonA,-0.7233501428314318,0.5095013288513219,0.03259532269818166
LPU83_1647,0.7292693601967806,0.5062442891433486,-0.1996675274213704
pdhC,-1.7333975562149564,0.15805331351292268,0.058886254995389464
nuoC,-0.7600835507825814,0.4895392615642207,0.023684434688728828
LPU83_1660,0.06734827966963283,0.9495364643776868,-0.0032273683848274004
LPU83_2217,-1.4423593098452459,0.22266526169446166,0.1357996631323637
lpxD,-0.019731611562998675,0.9852024915545377,0.001008958700616347
nuoK,0.7221588954940819,0.5101586793055356,-0.18029876466122374
LPU83_2222,1.401119256889575,0.23379107083218661,-0.4219446017339674
frr,0.21496879604306043,0.8403069992901797,-0.012703794903838883
mobB,2.9747660184106706,0.04095048531173957,-0.19475965566812548
LPU83_1670,1.6760295097286622,0.16904061805450427,-0.11638862288291563
LPU83_2583,0.07934899442842634,0.9405661882090599,-0.00729951836608933
LPU83_2232,-0.2566832798456689,0.8100851169284607,0.018042703958283113
LPU83_1675,1.4374899285225902,0.22395087056626148,-0.08210333847434015
LPU83_2593,0.7158510637177736,0.5136498703314828,-0.30417445881770533
celR1,-0.013944341444992923,0.9895421675513054,0.0031387227153309993
nah,0.5286099624196982,0.6250470263721213,-0.02936345604220847
aapP,0.6395729156404909,0.5572425200163642,-0.03962256484547311
rnr,0.7606788660510584,0.4892206759202342,-0.030588012892017957
LPU83_2237,0.4027634031214406,0.7077195316885059,-0.08448344276668607
LPU83_2614,0.9027997248532975,0.41768302168775157,-0.19994041967163412
rpiA,0.6710788291989986,0.5389311092929306,-0.022671355530146542
LPU83_2247,0.11090765945210537,0.9170317288813739,-0.01479047087028107
LPU83_2252,0.3702143791234749,0.7299923701596289,-0.062145159623508306
LPU83_2635,-1.0661505929181618,0.3464313651748172,0.07106815077894879
LPU83_2645,0.4467101164211097,0.6782031219686686,-0.23062699704306056
LPU83_2655,2.3721439367590555,0.07664176777931421,-0.15618518589770147
LPU83_2262,-1.2821060269542621,0.2690695131609701,0.031028627482843518
pdxJ,-0.4880250448032126,0.6510751607311982,0.05640435865669602
maf1,-1.6117984644662562,0.18229847206272867,0.14457740951833387
LPU83_0007,0.5235626456002747,0.6282494780706864,-0.031761897158357755
LPU83_2665,-0.36107495863999833,0.7363060440060983,0.12895350627970714
LPU83_0017,-0.0709962361382205,0.9468086637144372,0.007884247058804306
miaA,-1.1888613874562957,0.30024822465507184,0.1275194882936539
trpA,-1.374422279981252,0.2412865602163039,0.05765094905452983
hflK,0.0848366531028819,0.9364677351567934,-0.0026332565306113054
addB,0.6542262184725596,0.548672866077047,-0.0331389493092189
LPU83_2685,-0.12558424863990664,0.9061200126635046,0.006533556874078528
LPU83_0032,0.16272905968428267,0.8786218683625722,-0.048207146863489925
dld,-1.3144686171311406,0.2589922817340372,0.123536150111768
pckA,3.1814838039673417,0.03348764747250645,-0.19723969579413136
LPU83_2695,0.7980462533201635,0.46953906472544354,-0.3912128812857816
hisF,-1.7947914552837627,0.14712755733567823,0.11169488913150616
uvrD,-1.1887313247211417,0.3002940094808129,0.0406363756396928
hslV,0.06455344395666529,0.9516269029340421,-0.00880040641362001
glcB,-0.02192572042133953,0.9835573564308424,0.0013299525346788243
helO,0.46147172477551734,0.6684393547964035,-0.06495669934309944
LPU83_0072,0.33442144647531324,0.7548612385524104,-0.01973898061442725
glnQ,0.5557332602469575,0.6080096314918277,-0.12576937686052858
oppD,-0.6830088739127583,0.5321091714368669,0.06485322344900268
ddhB,-0.3487921109733724,0.744830967402405,0.011722856883451982
LPU83_2710,0.5774562658304155,0.5945770865115001,-0.04616559351034155
rmlC,3.02496452785625,0.03897270226137732,-0.5166125721348553
LPU83_0097,0.8874708274105206,0.42496640595291574,-0.0700711485908947
moeB,-0.08920136863540912,0.9332096431542652,0.00606695365515364
LPU83_2720,7.171009348746032,0.0020022788072311254,-0.36857190700863995
ftsZ3,0.6809928638440883,0.5332576418669477,-0.03886348482676283
LPU83_2730,0.8345195343638945,0.4509288969963975,-0.2537884640849466
ftsW,1.4898477017139535,0.21051027914514428,-0.3815292747883454
LPU83_0122,-0.6054594939930672,0.5775463514757885,0.03131972341605049
LPU83_0127,-0.449689796926781,0.6762260189599132,0.17593474972385081
penA,0.060704008162349804,0.9545069121100935,-0.011605349141706967
rimP,-1.166376466821554,0.30826103819309525,0.051472299942574296
solA,0.5932292724543972,0.5849445137820053,-0.20429597488483964
truB,-1.2265095602776754,0.28726772325027033,0.06733224832597173
folB,-0.6484517361383787,0.552038964227465,0.05459495162877914
lyc,-0.8661981643087863,0.43524663087543974,0.3061577572425591
LPU83_2272,-0.5115902066446142,0.6358853793860471,0.08075906968095836
irr,-1.675668528116764,0.1691122443540921,1.369757738277018
S3,0.610845401713663,0.5743081510149155,-0.10900675123588144
rbsK3,-3.45484041534041,0.025939572315541917,0.1773775000672977
cmk,0.2712246438385144,0.7996399878576023,-0.02634191226334437
LPU83_2282,1.1059443269780451,0.33078826007888557,-0.17129095249734405
lasT,-1.6084825797089277,0.18301161558534482,0.10718778052702405
gabT,-0.38126833599493803,0.7223905727005233,0.022808191393128396
gatB,-0.9383902094435596,0.40117264479215076,0.022157599891961866
glsA,-0.15759208783345943,0.8824135114249985,0.015267772308391159
uxuB,-0.06916247210865746,0.9481797740707771,0.002783030786350338
LPU83_1770,0.6861914547808878,0.5302997358401383,-0.05656671956743864
togN,-2.040513528759315,0.11087887479155431,1.1299477206078432
aroQ,0.5512707003045434,0.61079266312222,-0.026655443126678335
LPU83_1780,-1.274189626195893,0.271591617838005,0.3625524563087126
LPU83_0178,0.582084961705558,0.5917397362201635,-0.059697523983874845
LPU83_2312,-1.1939038689464212,0.2984781997388641,0.394891046307972
LPU83_2317,-0.648048765436706,0.5522744002643799,0.07094191052249599
LPU83_2765,-0.7516519792020058,0.4940683595752737,0.034317643680619625
LPU83_0188,2.3022402521097702,0.08273492591598261,-0.06702568729615876
LPU83_2322,-0.2133795841672607,0.8414654112283761,0.0300306076896959
LPU83_0199,0.8642319004704546,0.4362070034404009,-0.03397561802844962
anmK1,0.9863300629941756,0.37980999814628585,-0.08613013126297986
sufC,-1.0974867962002335,0.33405846105037157,0.08434042125730912
LPU83_0209,-0.07373301611882137,0.9447627820622664,0.005132884481071187
cpdB,2.6675525577450374,0.05594836228355642,-0.09912005444204652
cpaF,-0.5342424959066626,0.6214850332286208,0.028217492574537317
gcvH,1.1494070053248013,0.3144395636464257,-0.18512341117709497
mdh1,-0.4459570506041465,0.6787032995646689,0.017196267828250456
LPU83_2775,0.1572023934843101,0.8827013053545,-0.014840646460923423
deoB,-0.4716104382730671,0.6617787507425141,0.2815101006051055
metH,-0.5383833899915399,0.6188743058631234,0.013981232410525735
LPU83_2367,-1.6837005516933419,0.16752602380607548,0.3588024407044941
LPU83_2367;LPU83_pLPU83c_0596,1.0408850889592405,0.35670476332785844,-0.0779172093550784
LPU83_2795,-2.6045373495295583,0.059762179881819144,0.37306593024839785
LPU83_1863,1.4296987806865533,0.2260233679927348,-0.08201172558541003
hesB,-2.049970089737905,0.10969402369402036,0.06570503992671917
LPU83_2383,1.0969786855587997,0.3342558591972699,-0.29412714121852623
scpA,-0.12047200333898317,0.9099181592666794,0.035346931382882474
serS,-0.3107938679534971,0.7714793599510378,0.013071839190491374
cdd,2.0552787861932345,0.10903498627238005,-0.18315785151107988
hlyX,0.8337889652018841,0.4512958373893044,-0.0709704916154088
yajC,-1.45025915257525,0.22059528696011851,0.12133097932769843
LPU83_2398,0.012728826667440504,0.9904537022299404,-0.002129261842380714
cydA,0.6011919040871058,0.5801207835439429,-0.28309955234525574
LPU83_2403,-0.8901309697406954,0.42369499829051893,0.14922853485701282
LPU83_1898,-1.4556372127272987,0.21919716062735353,0.44626916972531205
LPU83_1898;LPU83_pLPU83c_0683,1.4095915100237462,0.2314610355223069,-0.13724273253614783
secG,-1.488758425384521,0.21078143464402083,0.08954369494423275
tig,-3.308513151186618,0.029695725778862078,0.09631072345370484
rpoD,-1.4891043952873784,0.21069527340505578,0.0413795856497714
LPU83_1914,-0.33752777991053523,0.7526880654303716,0.06936432081792177
recQ,-0.2759493777807572,0.796256932217482,0.0428150210764322
ppiD1,-0.3830148675609881,0.72119298878877,0.019017997415470944
pncB,2.17026594939692,0.0957816092185985,-0.06411279932703096
LPU83_0255,1.5106329087470562,0.20540346770465834,-0.2598258220342089
LPU83_2439,-3.016775384874563,0.039287585103451365,0.643258098359702
LPU83_2871,-0.5114701156245041,0.6359622524141316,0.028664549236111725
LPU83_0260,-0.7826066880280022,0.47759575890033,0.03365543586530606
lpsD1,-3.001978257108653,0.039864139318936745,0.4334725678224558
LPU83_2881,1.3510187855447047,0.2480522621778341,-0.10584713167120796
thrA,-0.03460630539761798,0.9740517446019713,0.0012598175224738384
LPU83_2886,0.17593185143524495,0.868895106051644,-0.12692125869634907
LPU83_2454,2.6685902179487426,0.05588794785309689,-0.267149967668054
LPU83_2459,-0.4147328219130551,0.6996154507680091,0.0409101359491828
gloA3,-0.5806564218138396,0.5926144818020591,0.03488335745730353
LPU83_2901,0.6259633404179327,0.5652837993508164,-0.11996908753447144
phnN,2.249914969207912,0.08765343099516273,-0.2896669440222155
nnrE,1.7664055916548373,0.1520758610160514,-0.07247631089500928
kdsB2,-0.3916579458317173,0.7152807697775565,0.0985270455301901
LPU83_0300,1.98828783602601,0.11768077425188316,-0.11381963015178087
LPU83_1951,0.06545942609196417,0.9509492076732283,-0.003387745327792402
petP,1.8410436993970762,0.13942957297493067,-0.06552421380006379
cya1,3.849371155202609,0.01831242029119849,-0.21877969890005033
tgt,-0.5390205913110563,0.6184731675913099,0.03808257995148523
proC,0.09393782197994459,0.9296758555881675,-0.015351185645553045
LPU83_0310,0.015087898508420829,0.9886846127553433,-0.0019729754515971365
LPU83_2484,-2.1577508972028294,0.09713362692607991,0.08675113713591998
LPU83_2916,-0.5313120531454848,0.6233366808303213,0.04044785027341291
pheT,-1.3892031163633818,0.2371077289180002,0.044074680297331525
dac,-0.022853654373563466,0.9828616239991856,0.00319866381364875
LPU83_2921,-2.533468764734176,0.06442653810971016,0.3076310539001579
xerD1,-0.8491436728039921,0.4436337557424351,0.2571879951808622
LPU83_1983,0.26362250170640156,0.8050944998963627,-0.0942733299700187
apt,0.8141724987775606,0.46123757879025246,-0.02713630549430235
LPU83_1988,0.24191464127924364,0.8207426694849811,-0.10513666355527995
LPU83_2941,1.7887172094203467,0.14817181738792898,-0.6105922864631559
LPU83_0340,0.2657214737082645,0.8035871360193498,-0.019490732678615785
LPU83_2520,-0.7798413417038137,0.47904999597238923,0.062030748217484444
LPU83_2951,-3.7133696786863633,0.020593336597099065,0.31018515203265196
LPU83_2003,3.0290295111598353,0.03881749676888925,-0.28212461884285744
LPU83_2956,2.351371284738626,0.07839783078741883,-0.2110078206584589
LPU83_2961,3.1544924848407887,0.03436532351754199,-0.15589971688713078
dat,-0.6540218536653849,0.5487917513811108,0.05595344722609852
LPU83_2966,1.3077092241186847,0.2610663746102125,-0.15637232783739563
pfs,-0.06598603714606405,0.950555313634962,0.0018829913408602295
lpd,-1.047370969412703,0.35404193771686904,0.043468760278805973
uppP,-0.028504388547712506,0.9786253265395217,0.015852213972785023
LPU83_2986,-1.4919738655926624,0.20998202750105774,0.06765520178923623
LPU83_2038,0.07598435486378066,0.9430801777729347,-0.004233452139438043
pdhA,-0.9107852340986706,0.41392996869045207,0.07622648777262953
LPU83_0385,0.6998644953511043,0.5225762985192574,-0.08510834474952489
proV,-0.36894701016255077,0.7308663634848807,0.01686463561709317
LPU83_2043,0.3695123390954157,0.7304764445241164,-0.08822752274673462
LPU83_2565,0.9004794746011617,0.41877878515936856,-0.09463306829555407
braC,0.30715496941998316,0.7740522595848276,-0.0305730463944478
LPU83_2048,0.3415425591330418,0.7498834516677872,-0.06778270108468121
LPU83_2570,-0.16405676883030626,0.8776425098397287,0.005919979184760393
glpD,-0.47386839652727314,0.6603004924664171,0.030066410630254836
ecfE,0.37257744069895427,0.7283640978169976,-0.05711454327897414
tsf,-2.6324255826561895,0.05803858456601329,0.09222499490067193
prfC,-3.1070555133626216,0.03597430747911564,0.10793923519135973
LPU83_2585,1.1364586845649904,0.31923080647436786,-0.057031157427417156
LPU83_3006,0.3798205790113596,0.7233840186379741,-0.26643440238008154
otsB,0.015296059411305513,0.9885285145962974,-0.005298154462506588
map2,1.4433916518547032,0.22239365621718943,-0.08207176592125265
clpA,0.9318304323839202,0.40417381508094696,-0.035110262508258216
LPU83_2068,0.05844036633591259,0.9562008832533889,-0.015916461317850406
LPU83_3016,0.19684104082274909,0.8535489233139656,-0.014989584861723415
cysE,1.5024386402936079,0.20740155595511783,-0.06707987388506709
LPU83_0415,1.7422158308006601,0.15643240534898734,-0.17452428361039907
aapJ,0.28991568911287413,0.786288535851902,-0.011401946682436659
LPU83_2605,-0.10009956719356525,0.9250816306920329,0.047466001850134276
xdhB,4.06653655317397,0.015266364688995674,-0.10920898927268041
cyaA,1.2961548084872052,0.2646491704535313,-0.04285854004969991
LPU83_0430,-0.8257807315056163,0.4553337162020846,0.3824355865709421
LPU83_3031,1.1795020647838637,0.30355963390463575,-0.35191884560589237
ubiB,-0.21590886648423507,0.8396219909426613,0.013533849019708555
dnaA,0.163327914667889,0.8781801021125588,-0.014881135971904769
LPU83_2088,1.6286107083507453,0.17872682321170363,-0.17726847389809208
pucM,0.28053439361153015,0.7929790870030604,-0.026903728961684692
LPU83_3046,0.04937985483960938,0.9629839103298792,-0.004402815503645741
LPU83_0450,0.0013567714382855883,0.9989824218115331,-0.00014221008023440618
LPU83_3056,1.6057587530558322,0.18359958963422593,-0.07087477909603734
iunH1,1.1334650255035963,0.3203480726561798,-0.09683426270474627
LPU83_2642,0.9726379219789323,0.38580947530066934,-0.06646608845010604
araG,-1.1623766097793022,0.3097071456725323,0.0528900938089798
LPU83_4168;araG;rbsA5,-0.22221969561953767,0.8350279115586596,0.0470920054079933
LPU83_0460,0.6676366920241453,0.540910892700252,-0.03481227212271776
idhA,-2.9722460735258744,0.04105282472545945,0.08938507611902935
miaB,-0.8710121103882004,0.43290263891343767,0.08625275892496376
ndh,-0.08550328758606465,0.9359700188733366,0.0212809507883982
LPU83_2657,0.01071091950320947,0.991967002366397,-0.0036742079721676646
nifUch1,0.9962635333465839,0.3755081234691467,-0.06507097593482669
cobU,-0.9960612263372274,0.3755953125091953,0.09316638120445475
recD,1.2155327728857015,0.29099662458150477,-0.08896330487390003
tme,1.438117602132026,0.22378473596858248,-0.0626888511426138
cobE,-0.1282075166423301,0.904172224312078,0.04136169844405302
nthA,-0.4457611272838129,0.6788334623709337,0.4133984356657958
LPU83_1813;LPU83_pLPU83d_0833;LPU83_pLPU83d_1604,1.6118335001692157,0.18229095238199505,-0.174754672622921
LPU83_0485,0.21773343285358562,0.8382929609967557,-0.03135860850754568
ilvH,-0.80467455922848,0.4661128926702817,0.044693294543542095
ihfB,-0.4468528823962449,0.6781083210391023,0.06562398412062365
cobD,-0.014257185747471177,0.9893075634809086,0.004524176793799128
p20,0.13450333054544716,0.8995009113807269,-0.07039914668992608
rpoN,-0.5680775332664751,0.6003530024865076,0.05453042160109334
LPU83_2133,-1.0506225964138258,0.3527136177836983,0.06083215491129579
thyA,-1.0162315817489995,0.36698877306402683,0.17324360320558085
LPU83_0500,0.36298238839157904,0.7349862543385268,-0.0521267426710601
LPU83_3122,0.1003368147510238,0.924904807091052,-0.020566890988789055
LPU83_0510,-0.6151001358722927,0.5717586461915306,0.016456561352267585
LPU83_2143,-2.50999940107177,0.06605740632940563,0.09218306298904011
LPU83_0515,0.044398773492282266,0.9667145879849022,-0.00367063632317155
LPU83_2148,-1.058402851508881,0.34955331171885534,0.054350751886698134
nodT1;nodT3,-0.673020148485045,0.5378168005611658,0.028847504380738798
LPU83_2702,1.425474140026458,0.22715516372316374,-0.21512013781631012
LPU83_3137,0.9637025678223483,0.38976849725586665,-0.5547018607625844
engB,-0.2691204119869109,0.8011484017887109,0.018941515316516444
LPU83_2707,0.8396662665976777,0.44835061251072095,-0.13741947498655804
LPU83_2158,-0.7444124605077468,0.49798230989079645,0.13048314569276442
prmA,2.0317812061153653,0.11198548843334187,-0.08169396836908405
mcpT,0.27582613734856576,0.7963451078604274,-0.02605589114983431
cspA1,-0.5323218228181699,0.6226982605837879,0.04732011552474802
LPU83_2717,2.031662370732427,0.11200063143643449,-0.5155858038075234
xylR1,-0.09533891144629854,0.9286308978462556,0.037810525647250515
recN,0.195566191705911,0.8544824374320045,-0.014422331150914403
LPU83_3152,0.3974968849672901,0.7113002807142728,-0.09077107637500959
LPU83_3157,-1.656980422371454,0.17286413038614643,0.10788655458006602
ftsQ,-0.7304859569402598,0.5055767752318847,0.1824469748622377
LPU83_2178,-1.1584376043354687,0.3111374057851092,0.2269658167788542
murB,-0.9561538860405375,0.39314018463525285,0.0939602636562391
frk,-1.5786141668406448,0.18956703424336555,0.07194663791600675
LPU83_3167,-0.5852451565295298,0.5898076150628717,0.029460336367556295
mraY,2.5998921817085154,0.06005494586659877,-0.6799190211358752
acrB,-1.0440657143656873,0.35539672096083574,0.02829081588804172
hndI,1.0585338467429986,0.3495003189630732,-0.1745940510040782
mraW,1.2862338337419499,0.26776338982329706,-0.051092338509835855
cobT1,0.317435583132632,0.766792480203848,-0.015273292791789572
LPU83_2747,1.3091351225402843,0.26062750517062927,-0.2011073512225181
lsrC,7.777944005959188,0.0014732850597492723,-0.42147928932250167
LPU83_2198,-0.4592738751740847,0.669888136331082,0.033349368120283884
nylB,-0.13692755470769108,0.8977035064499057,0.031451676352405755
LPU83_0571,0.2620455685724487,0.8062276395532285,-0.014433512712884067
ureC,0.2514672587351723,0.8138436444492869,-0.017740605047769975
LPU83_2203,-0.5843192954569697,0.5903732548489327,0.1530329941578259
metF,-0.1667079067366129,0.8756877445418767,0.005273208929907014
ureA,0.40730887464779986,0.7046363515144829,-0.04085765812329356
braG,1.145121570018876,0.3160179016084535,-0.019697015898422876
LPU83_2213,0.36454897916115864,0.7339031246438253,-0.09687471515248447
cheY5,0.21669564621785223,0.8390488141239758,-0.024697678421862435
LPU83_2223,-1.007224598882921,0.3708104584107693,0.07716986755488264
LPU83_3217,0.35964859336878646,0.7372936949405826,-0.07717246391490917
mobA,0.10500219303659031,0.9214287234746285,-0.009934960320109099
ung,-0.17509405107537515,0.8695115198514093,0.03671790388071372
LPU83_2233,0.31946250087292355,0.7653645256670587,-0.12703035854995193
LPU83_2767,3.035580959572746,0.03856887651561356,-0.09209396775826661
fumB,-0.2930062318215842,0.7840892631539039,0.010263198009326402
LPU83_3237,0.1438072304891728,0.8926067571912627,-0.022201329861829322
LPU83_2243,-0.715124153710544,0.5140533185523738,0.057292905964189345
LPU83_3242,0.4416010875881365,0.6816003982237901,-0.03470964664708376
glnA7,1.0096915563847235,0.36976027448609444,-0.02857866309259549
LPU83_2248,2.7073929126646794,0.053681869615570824,-0.1725626322084608
srpB,2.849399698949821,0.046423969890281754,-0.3117170558115667
cysT1,0.6066778663485746,0.5768127606069238,-0.2062871734261087
LPU83_2782,0.6984213837446495,0.5233876056750432,-0.014466660940257725
LPU83_0626,5.0280592982614545,0.007343521595329289,-0.10247078342205285
dme,-0.1918279548360937,0.857221433678864,0.010923823818206557
exoA,12.722088919616446,0.00021990617572410103,-0.35334414480486487
exoA;exoL,-0.07309977474319519,0.9452361169352169,0.03867822691886502
NAGK,0.1239157355218936,0.9073593079992461,-0.019000402564884666
xyoA,-1.124124570898143,0.3238571536755669,0.32172320685414313
LPU83_2258,1.8179500457358815,0.14321778672585556,-0.29894304014138484
LPU83_0637,-0.41160505626096244,0.701728553856587,0.05308618139176602
pstA,0.5196405271629008,0.6307448559354087,-0.14645039533384008
LPU83_0647,-1.161763888881255,0.3099292243369533,0.11338198810385336
metZ,-1.6340166046536135,0.17759389849985097,0.044209808192871236
thuR,-0.1734514911755056,0.8707203626778737,0.015697107149616585
thuA,-1.6418010672736039,0.17597561695061212,0.048524872005859976
LPU83_2263,0.4362214003271531,0.6851875364852489,-0.012529741328425104
LPU83_3267,-0.5028711783416075,0.6414809850593715,0.11482750491074256
folK,-0.2674329186279714,0.8023588360354916,0.03674730014497385
LPU83_2828,-0.19561538467244194,0.8544464102990191,0.044470703192862615
LPU83_0663,0.671700278332267,0.5385742225416382,-0.580040844515036
dksA,1.5729114062303555,0.19084598063932756,-0.04924465100242159
LPU83_2838,1.311213463388366,0.2599891067468342,-0.11651823675955697
LPU83_0668,-2.132251524790157,0.09995449856909143,0.1572635772906743
icdA,0.16026068691852297,0.880443311828803,-0.004750494022687235
LPU83_2843,0.2737425314835556,0.7978364344881199,-0.07744612071659951
LPU83_0673,0.5082136159247174,0.6380489224212622,-0.07104840294514325
murI,1.2261074898246649,0.2874035078020162,-0.15827647027906622
LPU83_3272,-1.3968844752329497,0.23496444367655497,0.10251560850907282
ttcA,1.0297454036997797,0.3613196740127086,-0.2964167592551412
tdh,-0.8156416358451989,0.4604870625623775,0.08923134783597675
LPU83_3277,2.4582527743270775,0.0698224849065463,-0.12916659235135697
LPU83_2858,1.2118993537571823,0.2922409734266125,-0.10476161716072596
grlA,0.7653724156583553,0.48671441906717877,-0.03640038706458881
LPU83_0683,-3.429701200287543,0.026542906487312393,1.6161046346382797
LPU83_2303,-2.9593002698425503,0.041583312373040256,0.20595396497740026
maiA,0.3133902377517762,0.7696457524605093,-0.021579762417562875
LPU83_0688,-0.3423388114391044,0.749327765023475,0.009368734996382244
purS,0.3266506849277349,0.7603096042709714,-0.02021277344316985
LPU83_0693,-0.8330200011234646,0.4516823194660919,0.294836815375616
lpsC,0.7390592711756279,0.5008913800895444,-0.11930682912262114
nerA,1.1179075248343016,0.32621229812071284,-0.06717798967660826
LPU83_2318,1.2754178922905461,0.27119881613821245,-0.2497578186723608
LPU83_2888,1.777918974161316,0.15004777153326515,-0.1371720855576548
LPU83_0703,0.993387969191291,0.37674906980526723,-0.150901881572155
selA,0.9449181925893458,0.39820475016768275,-0.1453825886427964
aatA,-1.2337437720941489,0.2848350062079482,0.05882185406676399
aatA;aatB,-0.7832544968340329,0.4772555825748471,0.29308826086783313
LPU83_2328,-0.5338672906740421,0.6217219242930737,0.08051289011153884
mdeA,-0.13277395397284672,0.9007835784376379,0.012819556819181344
LPU83_2903,-1.1951875936501675,0.29802914869260755,0.12190587671025455
sufD,-0.8153465642476406,0.4606377241020447,0.1379494891537938
envZ1,0.49996936829790795,0.6433497062188378,-0.08534394118943922
prsX,0.8444980956424573,0.4459408319855195,-0.3140209520980406
LPU83_2913,11.861923841481776,0.0002892203738030157,-0.09395511996000039
gcvT3,1.9553460368632654,0.12220519788554654,-0.16485083280507595
katG,-0.9136600946396157,0.41258572813181604,0.01406028124576153
mscL,-0.9407372971043299,0.4001034109990005,0.13458135885830913
LPU83_2918,0.8217843011676729,0.4573594837523864,-0.08800193194054984
LPU83_2353,0.10329979144956088,0.9226969091349915,-0.015831141821113448
LPU83_2923,0.9824814508313535,0.38148814918321566,-0.017555737543467842
LPU83_3332,-0.6800005913466862,0.533823563810853,0.045409183686835775
fghA,-0.7261279550479293,0.507970916549113,0.19135482368367818
pth,0.7461144032183846,0.4970600874495706,-0.05531184782697096
LPU83_3337,-0.05123598874315613,0.9615940097449883,0.009041316711105196
pccA,-0.10742577458153067,0.9196237911556389,0.00878016620622546
LPU83_2933,1.2046602203750998,0.29473515974798037,-0.35973912913576456
LPU83_3342,0.21933999578304014,0.8371232663517504,-0.014914416848046841
suhB1,0.4508375974525013,0.675465260122555,-0.05188271960351187
fbcB,-0.6745503883421048,0.5369396008595279,0.043788906986730325
vcaM,-1.0208942735446611,0.3650239798593943,0.1019195951370584
LPU83_3362,0.7623754550693437,0.4883136027957301,-0.1919119505695388
sdaA3,-0.3243955805389789,0.7618939122538119,0.010721358572656214
LPU83_2948,-0.8134732116033836,0.46159515160028164,0.059184243024592575
ameR,-0.3874249831398819,0.7181733096460141,0.20747014819410126
moxR,-0.053683417601910526,0.9597615920787583,0.007015068591481821
potD,-0.31552249785772307,0.7681412684162272,0.019015333376444232
LPU83_2394,2.352795688304077,0.07827597379063102,-0.09227156074159737
hisD,-1.081327426777148,0.34038823196310564,0.08678163994184374
LPU83_2958,0.7414981889402251,0.49956443108606524,-0.3144405113288329
ade3,-0.6304366602633986,0.5626320409378027,0.12034021523349736
LPU83_2963,-1.7919975217641362,0.14760690047513558,0.11477180505029594
LPU83_3382,0.03977401631837255,0.9701793151482305,-0.011251655650863057
LPU83_2404,-0.1477391152384091,0.8896966495687483,0.09988246895686892
LPU83_2409,-2.2004646437593363,0.09260468853332207,0.4095145921631467
LPU83_2973,1.24007935044108,0.2827205676491758,-0.14096370899470756
pyrG,-0.6082803306732973,0.5758488498871241,0.03481623599304129
yacG,-1.7640958083646467,0.15248623137105455,0.23182591204099978
moeA,-0.7898838994167534,0.47378511263645373,0.08061102049536828
LPU83_0750,0.8994801454291779,0.41925146308690464,-0.2607237339456212
tdk,-0.6190694923031579,0.5693870037372961,0.06632773311733331
LPU83_2429,0.8542594621681037,0.44110429169173804,-0.11135191712798331
LPU83_2435,-0.358218294825152,0.7382846855814871,0.07936916007934869
nolR3,-2.3078392156513914,0.08222726758665462,0.10086200593113048
aphB,-1.0341680391737664,0.35948119815761187,0.4474488177962179
fpr,-1.6923794994905306,0.16582959220515758,0.057418808711890534
